Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","214","République dominicaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","16735.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","834","République-Unie de Tanzanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2530.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","642","Roumanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","27141.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","46372.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","646","Rwanda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1975.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","662","Sainte-Lucie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","14928.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","659","Saint-Kitts-et-Nevis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","26980.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","670","Saint-Vincent-et-les Grenadines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","13102.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","882","Samoa","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","6486.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","678","Sao Tomé-et-Principe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3952.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","686","Sénégal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3203.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","688","Serbie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","16611","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","690","Seychelles","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","28116.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","694","Sierra Leone","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1633.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","702","Singapour","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","95310.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","703","Slovaquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","30061.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","705","Slovénie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","36507.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","706","Somalie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1079.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","729","Soudan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4598.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","144","Sri Lanka","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","12584.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","752","Suède","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","51948","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","756","Suisse","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","69103.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","740","Suriname","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","18283.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","762","Tadjikistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3252.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","148","Tchad","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1587","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","203","Tchéquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","38824.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","764","Thaïlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","17423","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","626","Timor-Leste","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3177.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","768","Togo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2012.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","776","Tonga","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","6466.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","780","Trinité-et-Tobago","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","27277.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","788","Tunisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11234.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","795","Turkménistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","14205","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","792","Turquie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","27913.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","798","Tuvalu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4010.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","804","Ukraine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11860.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","858","Uruguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","23009.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","548","Vanuatu","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3081.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","704","Viet Nam","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","8996.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","894","Zambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3485","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","716","Zimbabwe","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3795.6","X","Ciffre de sources internationales",""
